AGE_START_YEARS,AGE_END_YEARS
0.0930869267624914,3.16495550992471
12.2327173169062,18.880219028063
0.0109514031485284,6.72689938398357
2.39835728952772,9.11156741957563
0.0136892539356605,6.19301848049281
0.0876112251882272,4.95824777549624
0.0109514031485284,6.6776180698152
0.0328542094455852,6.2861054072553
0.0191649555099247,6.72689938398357
0.0219028062970568,6.27515400410678
0.0191649555099247,7.00342231348391
1.89733059548255,5.90006844626968
0.0164271047227926,6.66392881587953
0.0136892539356605,5.91101984941821
0.0136892539356605,2.86652977412731
0.0246406570841889,1.22655715263518
0.0109514031485284,6.217659138
0.0136892539356605,1.09787816563997
0.0164271047227926,6.18754277891855
0.0136892539356605,2.84188911704312
0.0136892539356605,7.04996577686516
0.0136892539356605,6.42847364818617
3.28815879534565,10.1601642710472
7.78370978781656,14.7049965776865
0.0164271047227926,6.22039698836413
0.0109514031485284,7.04722792607803
0.0711841204654346,1.28952772073922
7.58110882956879,14.3983572895277
0.0191649555099247,6.5845311430527
2.507871321,7.01163586584531
0.0219028062970568,5.68104038329911
0.0219028062970568,6.10540725530459
2.38740588637919,4.68446269678302
0.0301163586584531,4.02464065708419
1.76043805612594,7.76454483230664
1.76043805612594,8.64339493497604
9.52498288843258,16.0657084188912
5.56605065023956,12.2190280629706
16.5366187542779,17.9794661190965
0.0574948665297741,6.65845311430527
3.88774811772758,10.1163586584531
0.0109514031485284,6.16290212183436
1.05681040383299,7.05817932922656
0.0136892539356605,5.41820670773443
0.591375770020534,7.12662559890486
0.0246406570841889,5.13620807665982
8.7501711156742,16.7830253251198
0.0328542094455852,3.43874058863792
0.0109514031485284,7.05544147843943
0.139630390143737,6.68856947296372
3.63586584531143,10.1464750171116
0.0219028062970568,5.67282683093771
0.139630390143737,6.61190965092402
0.0246406570841889,6.46132785763176
4.21902806297057,10.8692676249144
0.0465434633812457,6.507871321
1.45653661875428,8.10677618069815
0.205338809034908,5.94387405886379
0.0027378507871321,5.87542778918549
0.54757015742642,7.22245037645448
0.194387405886379,6.43121149897331
0.0136892539356605,3.21697467488022
0.0191649555099247,6.1492128678987
0.410677618069815,7.28542094455852
2.94318959616701,13.3524982888433
0.0082135523613963,6.79260780287474
7.50718685831622,10.9541409993155
2.56810403832991,7.12662559890486
4.145106092,9.25119780971937
0.0136892539356605,3.34839151266256
0.421629021218344,5.13347022587269
0.183436002737851,7.03080082135524
0.563997262149213,7.41409993155373
0.344969199178645,3.57289527720739
0.027378507871321,6.27515400410678
1.04585900068446,7.37850787132101
0.0383299110198494,6.05338809034908
1.35797399041752,8.04380561259411
0.0136892539356605,7.06365503080082
0.0164271047227926,1.47296372347707
0.0164271047227926,6.57357973990417
3.53730321697467,7.04722792607803
0.0465434633812457,6.69130732375086
0.0684462696783025,6.92950034223135
1.85352498288843,5.69472963723477
0.0684462696783025,6.94866529774127
0.0985626283367557,6.94318959616701
0.147843942505133,5.68104038329911
0.0109514031485284,6.2861054072553
0.0410677618069815,6.98973305954825
0.75564681724846,7.67967145790554
4.01916495550992,15.791923340178
9.99041752224504,16.8432580424367
12.5119780971937,16.227241615332
0.643394934976044,7.06639288158795
0.0684462696783025,6.08898015058179
3.80287474332649,14.9541409993155
0.0164271047227926,6.97604380561259
2.94045174537988,6.94592744695414
0.0164271047227926,1.91375770020534
0.0219028062970568,7.02532511978097
0.0684462696783025,5.67282683093771
11.4962354551677,17.4729637234771
0.0109514031485284,3.46064339493498
4.45995893223819,11.0499657768652
0.0191649555099247,3.15126625598905
8.04654346338125,14.7186858316222
0.0082135523613963,6.34907597535934
0.0109514031485284,2.0807665982204
0.0355920602327173,6.95687885010267
0.145106091718001,6.78165639972621
0.646132785763176,7.05544147843943
5.07871321013005,11.6851471594798
0.0219028062970568,6.86105407255305
0.0136892539356605,6.42573579739904
1.53867214236824,7.86584531143053
0.804928131416838,6.68583162217659
0.0164271047227926,5.95482546201232
0.32580424366872,7.08555783709788
0.0246406570841889,4.46543463381246
0.0246406570841889,4.46543463381246
0.0246406570841889,1.2539356605065
14.9295003422313,18.9678302532512
0.125941136208077,7.08008213552361
4.31211498973306,16.6242299794661
5.56605065023956,7.47707049965777
0.0848733744010951,6.34907597535934
0.53388090349076,7.08281998631075
0.0520191649555099,6.98973305954825
0.082135523613963,6.05065023956194
0.0082135523613963,6.50513347022587
5.02395619438741,16.788501026694
0.0219028062970568,5.40999315537303
0.0219028062970568,7.04722792607803
0.0355920602327173,7.03353867214237
0.0109514031485284,6.22039698836413
2.98699520876112,4.44079397672827
0.0164271047227926,7.06913073237509
7.67145790554415,14.5927446954141
8.15058179329227,10.425735797399
0.0164271047227926,3.01984941820671
0.0164271047227926,5.14442162902122
9.28952772073922,15.7207392197125
13.9137577002053,18.3436002737851
0.0109514031485284,7.01437371663244
0.361396303901437,7.29363449691992
0.0136892539356605,4.43805612594114
0.0301163586584531,6.67488021902806
9.66187542778919,16.2162902121834
0.295687885010267,1.31143052703628
3.23066392881588,9.71937029431896
2.57631759069131,6.95414099931554
0.0246406570841889,3.01163586584531
0.0246406570841889,5.1170431211499
0.407939767282683,6.21218343600274
0.0109514031485284,7.05270362765229
4.5201916495551,11.2908966461328
15.9808350444901,18.9514031485284
0.0301163586584531,6.1574264202601
0.0136892539356605,5.492128679
0.0136892539356605,6.61190965092402
0.0383299110198494,4.00547570157426
0.0191649555099247,6.88569472963724
0.0136892539356605,6.87200547570157
9.96030116358658,13.6071184120465
8.2299794661191,11.7837097878166
6.09993155373032,8.99383983572895
0.0109514031485284,6.86652977412731
0.0191649555099247,1.59342915811088
9.77686516084873,15.7426420260096
0.0164271047227926,6.53524982888433
0.0109514031485284,6.22039698836413
0.0629705681040383,6.12183436002738
3.31553730321697,14.9623545516769
0.876112251882272,7.25256673511294
3.13757700205339,6.60643394934976
0.0191649555099247,6.94592744695414
0.101300479123888,6.93771389459274
0.0328542094455852,2.29979466119096
0.0191649555099247,3.0362765229295
0.0465434633812457,1.18822724161533
0.0465434633812457,1.16632443531828
2.0643394934976,6.1574264202601
1.42642026009582,8.10951403148528
11.0335386721424,15.2169746748802
2.88569472963723,8.2217659137577
11.4442162902122,14.3791923340178
0.0082135523613963,7.02258726899384
